"STATION","NAME","DATE","PRCP","SNOW","SNWD"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-12","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-13","0.61","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-14","0.84","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-15","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-16","0.86","5.2","4.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-17","0.18","0.0","1.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-18","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-19","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-20","0.02","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-21","0.30","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-22","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-23","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-24","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-25","1.26","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-26","0.01","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-27","1.13","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-28","0.02","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-29","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-11-30","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-01","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-02","0.50","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-03","0.46","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-04","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-05","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-06","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-07","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-08","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-09","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-10","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-11","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-12","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-13","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-14","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-15","0.01","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-16","0.03","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-17","0.62","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-18","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-19","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-20","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-21","0.19","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-22","0.83","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-23","0.01","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-24","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-25","0.01","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-26","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-27","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-28","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-29","0.83","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-30","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2018-12-31","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-01","0.99","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-02","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-03","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-04","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-05","0.20","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-06","1.39","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-07","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-08","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-09","0.10","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-10","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-11","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-12","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-13","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-14","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-15","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-16","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-17","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-18","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-19","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-20","1.04","3.5","2.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-21","1.15","0.0","2.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-22","0.00","0.0","2.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-23","0.00","0.0","2.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-24","0.01","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-25","1.66","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-26","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-27","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-28","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-29","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-30","0.24","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-01-31","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-01","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-02","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-03","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-04","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-05","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-06","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-07","0.50","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-08","0.13","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-09","0.04","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-10","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-11","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-12","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-13","1.08","2.8","2.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-14","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-15","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-16","0.24","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-17","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-18","0.43","2.8","3.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-19","0.08","0.9","3.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-20","0.00","0.0","3.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-21","0.41","0.9","3.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-22","0.00","0.0","3.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-23","0.00","0.0","2.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-24","0.02","0.0","1.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-25","0.50","0.2","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-26","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-27","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-02-28","0.27","3.8","4.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-01","0.00","0.0","4.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-02","0.08","0.9","3.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-03","0.32","3.0","5.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-04","1.38","11.6","15.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-05","0.02","0.2","10.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-06","0.00","0.0","9.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-07","0.00","0.0","9.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-08","0.00","0.0","9.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-09","0.00","0.0","8.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-10","0.00","0.0","8.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-11","0.66","0.8","7.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-12","0.00","0.0","6.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-13","0.00","0.0","5.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-14","0.00","0.0","4.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-15","0.00","0.0","2.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-16","0.08","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-17","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-18","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-19","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-20","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-21","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-22","0.58","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-23","0.76","0.8","1.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-24","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-25","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-26","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-27","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-28","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-29","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-30","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-03-31","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-01","0.15","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-02","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-03","0.71","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-04","0.04","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-05","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-06","0.28","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-07","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-08","0.12","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-09","0.51","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-10","0.14","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-11","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-12","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-13","0.42","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-14","0.30","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-15","0.17","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-16","0.47","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-17","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-18","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-19","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-20","0.13","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-21","0.32","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-22","0.04","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-23","1.80","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-24","0.14","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-25","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-26","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-27","1.13","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-28","0.01","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-29","0.09","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-04-30","0.16","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-01","0.02","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-02","0.02","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-03","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-04","0.15","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-05","0.01","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-06","0.29","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-07","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-08","0.07","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-09","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-10","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-11","0.03","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-12","0.06","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-13","0.73","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-14","0.49","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-15","0.06","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-16","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-17","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-18","0.01","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-19","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-20","0.02","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-21","0.51","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-22","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-23","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-24","0.29","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-25","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-26","0.06","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-27","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-28","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-29","0.37","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-30","0.22","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-05-31","0.18","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-01","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-02","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-03","0.04","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-04","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-05","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-06","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-07","0.18","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-08","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-09","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-10","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-11","0.78","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-12","0.41","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-13","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-14","0.90","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-15","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-16","0.08","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-17","0.04","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-18","0.03","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-19","0.08","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-20","0.06","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-21","0.59","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-22","0.18","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-23","0.02","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-24","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-25","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-26","0.13","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-27","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-28","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-29","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-06-30","0.19","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-01","0.08","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-02","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-03","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-04","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-05","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-06","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-07","0.36","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-08","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-09","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-10","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-11","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-12","1.28","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-13","0.08","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-14","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-15","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-16","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-17","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-18","0.29","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-19","0.08","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-20","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-21","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-22","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-23","1.42","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-24","0.75","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-25","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-26","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-27","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-28","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-29","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-30","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-07-31","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-01","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-02","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-03","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-04","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-05","0.02","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-06","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-07","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-08","0.62","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-09","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-10","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-11","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-12","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-13","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-14","0.02","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-15","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-16","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-17","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-18","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-19","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-20","0.58","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-21","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-22","0.52","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-23","0.01","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-24","0.04","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-25","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-26","0.08","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-27","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-28","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-29","0.95","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-30","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-08-31","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-01","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-02","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-03","1.47","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-04","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-05","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-06","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-07","0.07","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-08","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-09","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-10","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-11","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-12","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-13","0.31","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-14","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-15","0.55","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-16","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-17","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-18","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-19","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-20","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-21","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-22","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-23","0.00","0.0","0.0"
"USC00198368","NWS BOSTON NORTON, MA US","2019-09-24","0.32","0.0","0.0"
